CURSAT ver 2.1 Edition #1   Date:         03-05-2020      Hour:       14:47:27
Input file:   abundance.txt
Accumulation pseudoreplicates' file:      accum_abundance_boot.txt
Dataset pseudoreplicates' file:           pseud_abundance_boot.txt
Number of columns (sampling events):       10 
Number of rows (species, OTUs, objects,...):             12 
Number of repetitions:       100 
Seed number:  12348695

Bootstrap (resampling with replacement)

Bootstrap replicate

 1 	 0 	 0 	 1 	 1 	 0 	 9 	 8 	 1 	 0 	 1 	
 1 	 12 	 0 	 0 	 2 	 0 	 0 	 0 	 1 	 12 	 1 	
 1 	 3 	 1 	 1 	 0 	 1 	 0 	 1 	 0 	 3 	 0 	
 1 	 1 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 1 	 0 	
 1 	 0 	 0 	 1 	 0 	 0 	 11 	 0 	 1 	 0 	 1 	
 1 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 32 	 0 	 32 	
 1 	 0 	 0 	 1 	 0 	 0 	 4 	 1 	 0 	 0 	 0 	
 1 	 2 	 0 	 1 	 1 	 0 	 0 	 0 	 1 	 2 	 1 	
 1 	 0 	 45 	 0 	 7 	 45 	 0 	 0 	 4 	 0 	 4 	
 1 	 1 	 0 	 22 	 0 	 0 	 1 	 9 	 0 	 1 	 0 	
 1 	 0 	 1 	 1 	 0 	 1 	 6 	 0 	 1 	 0 	 1 	
 1 	 1 	 0 	 0 	 10 	 0 	 6 	 0 	 11 	 1 	 11 	

 2 	 1 	 1 	 1 	 1 	 0 	 0 	 0 	 1 	 0 	 1 	
 2 	 0 	 2 	 1 	 1 	 0 	 12 	 1 	 0 	 0 	 2 	
 2 	 1 	 0 	 0 	 0 	 0 	 3 	 0 	 1 	 1 	 0 	
 2 	 0 	 0 	 0 	 0 	 24 	 1 	 0 	 0 	 0 	 0 	
 2 	 1 	 0 	 1 	 1 	 0 	 0 	 0 	 1 	 0 	 0 	
 2 	 0 	 1 	 32 	 32 	 1 	 0 	 1 	 0 	 0 	 1 	
 2 	 1 	 0 	 0 	 0 	 3 	 0 	 0 	 1 	 0 	 0 	
 2 	 1 	 1 	 1 	 1 	 0 	 2 	 1 	 1 	 0 	 1 	
 2 	 0 	 7 	 4 	 4 	 1 	 0 	 0 	 0 	 45 	 7 	
 2 	 22 	 0 	 0 	 0 	 0 	 1 	 0 	 22 	 0 	 0 	
 2 	 1 	 0 	 1 	 1 	 0 	 0 	 0 	 1 	 1 	 0 	
 2 	 0 	 10 	 11 	 11 	 0 	 1 	 1 	 0 	 0 	 10 	

 3 	 1 	 9 	 8 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	
 3 	 1 	 0 	 0 	 0 	 12 	 1 	 0 	 0 	 1 	 0 	
 3 	 0 	 0 	 1 	 0 	 3 	 0 	 1 	 0 	 0 	 0 	
 3 	 0 	 0 	 1 	 24 	 1 	 0 	 0 	 24 	 0 	 24 	
 3 	 1 	 11 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	
