CURSAT ver 2.1 Edition #2   Date:         03-05-2020      Hour:       15:26:51
Input file:   data.txt
Accumulation pseudoreplicates' file:      accum_data_boot.txt
Dataset pseudoreplicates' file:           pseud_data_boot.txt
Number of columns:           5 
Number of rows:              4 
Number of repetitions:       100 
Seed number:  12348695
Log filename:               data_boot_log.txt

Bootstrap (resampling with replacement)

Bootstrap replicate

 1 	 0 	 5 	 0 	 2 	 5 	
 1 	 6 	 3 	 1 	 0 	 3 	
 1 	 3 	 0 	 1 	 1 	 0 	
 1 	 1 	 2 	 4 	 3 	 2 	

 2 	 5 	 0 	 2 	 1 	 0 	
 2 	 3 	 6 	 0 	 7 	 6 	
 2 	 0 	 3 	 1 	 4 	 3 	
 2 	 2 	 1 	 3 	 0 	 1 	

 3 	 0 	 2 	 0 	 0 	 5 	
 3 	 1 	 0 	 6 	 6 	 3 	
 3 	 1 	 1 	 3 	 3 	 0 	
 3 	 4 	 3 	 1 	 1 	 2 	

 4 	 5 	 0 	 1 	 2 	 2 	
 4 	 3 	 6 	 7 	 0 	 0 	
 4 	 0 	 3 	 4 	 1 	 1 	
 4 	 2 	 1 	 0 	 3 	 3 	

 5 	 0 	 0 	 1 	 5 	 0 	
 5 	 6 	 1 	 7 	 3 	 6 	
 5 	 3 	 1 	 4 	 0 	 3 	
 5 	 1 	 4 	 0 	 2 	 1 	

 6 	 0 	 0 	 0 	 1 	 2 	
 6 	 6 	 1 	 1 	 7 	 0 	
 6 	 3 	 1 	 1 	 4 	 1 	
 6 	 1 	 4 	 4 	 0 	 3 	

 7 	 2 	 0 	 2 	 2 	 2 	
 7 	 0 	 6 	 0 	 0 	 0 	
 7 	 1 	 3 	 1 	 1 	 1 	
 7 	 3 	 1 	 3 	 3 	 3 	

 8 	 2 	 0 	 1 	 5 	 0 	
 8 	 0 	 6 	 7 	 3 	 1 	
 8 	 1 	 3 	 4 	 0 	 1 	
 8 	 3 	 1 	 0 	 2 	 4 	

 9 	 0 	 1 	 1 	 0 	 1 	
 9 	 1 	 7 	 7 	 6 	 7 	
 9 	 1 	 4 	 4 	 3 	 4 	
 9 	 4 	 0 	 0 	 1 	 0 	

 10 	 2 	 5 	 0 	 0 	 1 	
 10 	 0 	 3 	 6 	 1 	 7 	
 10 	 1 	 0 	 3 	 1 	 4 	
 10 	 3 	 2 	 1 	 4 	 0 	

 11 	 1 	 2 	 0 	 1 	 5 	
 11 	 7 	 0 	 6 	 7 	 3 	
 11 	 4 	 1 	 3 	 4 	 0 	
 11 	 0 	 3 	 1 	 0 	 2 	

 12 	 5 	 0 	 2 	 0 	 5 	
 12 	 3 	 6 	 0 	 1 	 3 	
 12 	 0 	 3 	 1 	 1 	 0 	
 12 	 2 	 1 	 3 	 4 	 2 	

 13 	 0 	 0 	 5 	 5 	 1 	
 13 	 6 	 1 	 3 	 3 	 7 	
 13 	 3 	 1 	 0 	 0 	 4 	
 13 	 1 	 4 	 2 	 2 	 0 	

 14 	 0 	 1 	 1 	 0 	 1 	
 14 	 6 	 7 	 7 	 6 	 7 	
 14 	 3 	 4 	 4 	 3 	 4 	
 14 	 1 	 0 	 0 	 1 	 0 	

 15 	 2 	 5 	 1 	 5 	 1 	
 15 	 0 	 3 	 7 	 3 	 7 	
 15 	 1 	 0 	 4 	 0 	 4 	
 15 	 3 	 2 	 0 	 2 	 0 	

 16 	 0 	 5 	 2 	 2 	 5 	
 16 	 1 	 3 	 0 	 0 	 3 	
 16 	 1 	 0 	 1 	 1 	 0 	
 16 	 4 	 2 	 3 	 3 	 2 	

 17 	 5 	 1 	 0 	 2 	 0 	
 17 	 3 	 7 	 1 	 0 	 6 	
 17 	 0 	 4 	 1 	 1 	 3 	
 17 	 2 	 0 	 4 	 3 	 1 	

 18 	 0 	 5 	 5 	 0 	 2 	
 18 	 6 	 3 	 3 	 6 	 0 	
 18 	 3 	 0 	 0 	 3 	 1 	
 18 	 1 	 2 	 2 	 1 	 3 	

 19 	 5 	 2 	 0 	 2 	 0 	
 19 	 3 	 0 	 6 	 0 	 1 	
 19 	 0 	 1 	 3 	 1 	 1 	
 19 	 2 	 3 	 1 	 3 	 4 	

 20 	 0 	 0 	 0 	 5 	 1 	
 20 	 1 	 6 	 1 	 3 	 7 	
 20 	 1 	 3 	 1 	 0 	 4 	
 20 	 4 	 1 	 4 	 2 	 0 	

 21 	 0 	 2 	 0 	 2 	 0 	
 21 	 1 	 0 	 6 	 0 	 1 	
 21 	 1 	 1 	 3 	 1 	 1 	
 21 	 4 	 3 	 1 	 3 	 4 	

 22 	 1 	 2 	 5 	 0 	 5 	
 22 	 7 	 0 	 3 	 6 	 3 	
 22 	 4 	 1 	 0 	 3 	 0 	
 22 	 0 	 3 	 2 	 1 	 2 	

 23 	 1 	 5 	 1 	 2 	 5 	
 23 	 7 	 3 	 7 	 0 	 3 	
 23 	 4 	 0 	 4 	 1 	 0 	
 23 	 0 	 2 	 0 	 3 	 2 	

 24 	 0 	 0 	 2 	 0 	 5 	
 24 	 6 	 1 	 0 	 6 	 3 	
 24 	 3 	 1 	 1 	 3 	 0 	
 24 	 1 	 4 	 3 	 1 	 2 	

 25 	 0 	 1 	 1 	 0 	 0 	
 25 	 6 	 7 	 7 	 1 	 6 	
 25 	 3 	 4 	 4 	 1 	 3 	
 25 	 1 	 0 	 0 	 4 	 1 	

 26 	 5 	 0 	 0 	 5 	 1 	
 26 	 3 	 6 	 1 	 3 	 7 	
 26 	 0 	 3 	 1 	 0 	 4 	
 26 	 2 	 1 	 4 	 2 	 0 	

 27 	 2 	 0 	 0 	 0 	 0 	
 27 	 0 	 1 	 6 	 1 	 1 	
 27 	 1 	 1 	 3 	 1 	 1 	
 27 	 3 	 4 	 1 	 4 	 4 	

 28 	 0 	 0 	 5 	 0 	 0 	
 28 	 1 	 6 	 3 	 6 	 1 	
 28 	 1 	 3 	 0 	 3 	 1 	
 28 	 4 	 1 	 2 	 1 	 4 	

 29 	 2 	 0 	 0 	 2 	 5 	
 29 	 0 	 1 	 1 	 0 	 3 	
 29 	 1 	 1 	 1 	 1 	 0 	
 29 	 3 	 4 	 4 	 3 	 2 	

 30 	 2 	 2 	 0 	 0 	 2 	
 30 	 0 	 0 	 1 	 6 	 0 	
 30 	 1 	 1 	 1 	 3 	 1 	
 30 	 3 	 3 	 4 	 1 	 3 	

 31 	 2 	 0 	 1 	 1 	 0 	
 31 	 0 	 6 	 7 	 7 	 6 	
 31 	 1 	 3 	 4 	 4 	 3 	
 31 	 3 	 1 	 0 	 0 	 1 	

 32 	 2 	 5 	 0 	 5 	 0 	
 32 	 0 	 3 	 1 	 3 	 1 	
 32 	 1 	 0 	 1 	 0 	 1 	
 32 	 3 	 2 	 4 	 2 	 4 	

 33 	 1 	 1 	 0 	 0 	 5 	
 33 	 7 	 7 	 1 	 6 	 3 	
 33 	 4 	 4 	 1 	 3 	 0 	
 33 	 0 	 0 	 4 	 1 	 2 	

 34 	 2 	 0 	 1 	 1 	 0 	
 34 	 0 	 6 	 7 	 7 	 1 	
 34 	 1 	 3 	 4 	 4 	 1 	
 34 	 3 	 1 	 0 	 0 	 4 	

 35 	 0 	 1 	 5 	 2 	 0 	
 35 	 1 	 7 	 3 	 0 	 6 	
 35 	 1 	 4 	 0 	 1 	 3 	
 35 	 4 	 0 	 2 	 3 	 1 	

 36 	 2 	 0 	 0 	 1 	 0 	
 36 	 0 	 6 	 6 	 7 	 6 	
 36 	 1 	 3 	 3 	 4 	 3 	
 36 	 3 	 1 	 1 	 0 	 1 	

 37 	 2 	 5 	 0 	 2 	 5 	
 37 	 0 	 3 	 6 	 0 	 3 	
 37 	 1 	 0 	 3 	 1 	 0 	
 37 	 3 	 2 	 1 	 3 	 2 	

 38 	 0 	 0 	 2 	 1 	 5 	
 38 	 1 	 1 	 0 	 7 	 3 	
 38 	 1 	 1 	 1 	 4 	 0 	
 38 	 4 	 4 	 3 	 0 	 2 	

 39 	 2 	 5 	 0 	 0 	 5 	
 39 	 0 	 3 	 6 	 1 	 3 	
 39 	 1 	 0 	 3 	 1 	 0 	
 39 	 3 	 2 	 1 	 4 	 2 	

 40 	 5 	 0 	 5 	 2 	 0 	
 40 	 3 	 1 	 3 	 0 	 1 	
 40 	 0 	 1 	 0 	 1 	 1 	
 40 	 2 	 4 	 2 	 3 	 4 	

 41 	 0 	 1 	 0 	 1 	 0 	
 41 	 1 	 7 	 6 	 7 	 1 	
 41 	 1 	 4 	 3 	 4 	 1 	
 41 	 4 	 0 	 1 	 0 	 4 	

 42 	 0 	 0 	 5 	 0 	 5 	
 42 	 6 	 6 	 3 	 1 	 3 	
 42 	 3 	 3 	 0 	 1 	 0 	
 42 	 1 	 1 	 2 	 4 	 2 	

 43 	 1 	 1 	 5 	 2 	 0 	
 43 	 7 	 7 	 3 	 0 	 6 	
 43 	 4 	 4 	 0 	 1 	 3 	
 43 	 0 	 0 	 2 	 3 	 1 	

 44 	 2 	 1 	 1 	 2 	 2 	
 44 	 0 	 7 	 7 	 0 	 0 	
 44 	 1 	 4 	 4 	 1 	 1 	
 44 	 3 	 0 	 0 	 3 	 3 	

 45 	 0 	 0 	 2 	 0 	 2 	
 45 	 6 	 1 	 0 	 6 	 0 	
 45 	 3 	 1 	 1 	 3 	 1 	
 45 	 1 	 4 	 3 	 1 	 3 	

 46 	 0 	 2 	 5 	 5 	 5 	
 46 	 1 	 0 	 3 	 3 	 3 	
 46 	 1 	 1 	 0 	 0 	 0 	
 46 	 4 	 3 	 2 	 2 	 2 	

 47 	 2 	 5 	 0 	 1 	 2 	
 47 	 0 	 3 	 6 	 7 	 0 	
 47 	 1 	 0 	 3 	 4 	 1 	
 47 	 3 	 2 	 1 	 0 	 3 	

 48 	 2 	 5 	 0 	 2 	 2 	
 48 	 0 	 3 	 6 	 0 	 0 	
 48 	 1 	 0 	 3 	 1 	 1 	
 48 	 3 	 2 	 1 	 3 	 3 	

 49 	 5 	 0 	 2 	 0 	 2 	
 49 	 3 	 6 	 0 	 1 	 0 	
 49 	 0 	 3 	 1 	 1 	 1 	
 49 	 2 	 1 	 3 	 4 	 3 	

 50 	 0 	 5 	 2 	 0 	 0 	
 50 	 1 	 3 	 0 	 6 	 6 	
 50 	 1 	 0 	 1 	 3 	 3 	
 50 	 4 	 2 	 3 	 1 	 1 	

 51 	 5 	 2 	 0 	 0 	 0 	
 51 	 3 	 0 	 1 	 1 	 6 	
 51 	 0 	 1 	 1 	 1 	 3 	
 51 	 2 	 3 	 4 	 4 	 1 	

 52 	 1 	 1 	 2 	 5 	 5 	
 52 	 7 	 7 	 0 	 3 	 3 	
 52 	 4 	 4 	 1 	 0 	 0 	
 52 	 0 	 0 	 3 	 2 	 2 	

 53 	 5 	 0 	 5 	 0 	 2 	
 53 	 3 	 1 	 3 	 6 	 0 	
 53 	 0 	 1 	 0 	 3 	 1 	
 53 	 2 	 4 	 2 	 1 	 3 	

 54 	 5 	 2 	 0 	 0 	 2 	
 54 	 3 	 0 	 1 	 6 	 0 	
 54 	 0 	 1 	 1 	 3 	 1 	
 54 	 2 	 3 	 4 	 1 	 3 	

 55 	 0 	 0 	 0 	 0 	 0 	
 55 	 1 	 6 	 6 	 6 	 1 	
 55 	 1 	 3 	 3 	 3 	 1 	
 55 	 4 	 1 	 1 	 1 	 4 	

 56 	 0 	 0 	 1 	 0 	 2 	
 56 	 1 	 1 	 7 	 6 	 0 	
 56 	 1 	 1 	 4 	 3 	 1 	
 56 	 4 	 4 	 0 	 1 	 3 	

 57 	 0 	 0 	 5 	 5 	 1 	
 57 	 6 	 6 	 3 	 3 	 7 	
 57 	 3 	 3 	 0 	 0 	 4 	
 57 	 1 	 1 	 2 	 2 	 0 	

 58 	 2 	 1 	 2 	 0 	 5 	
 58 	 0 	 7 	 0 	 1 	 3 	
 58 	 1 	 4 	 1 	 1 	 0 	
 58 	 3 	 0 	 3 	 4 	 2 	

 59 	 2 	 2 	 0 	 5 	 0 	
 59 	 0 	 0 	 1 	 3 	 6 	
 59 	 1 	 1 	 1 	 0 	 3 	
 59 	 3 	 3 	 4 	 2 	 1 	

 60 	 1 	 1 	 0 	 0 	 1 	
 60 	 7 	 7 	 1 	 6 	 7 	
 60 	 4 	 4 	 1 	 3 	 4 	
 60 	 0 	 0 	 4 	 1 	 0 	

 61 	 0 	 2 	 1 	 0 	 0 	
 61 	 1 	 0 	 7 	 1 	 6 	
 61 	 1 	 1 	 4 	 1 	 3 	
 61 	 4 	 3 	 0 	 4 	 1 	

 62 	 0 	 0 	 2 	 0 	 0 	
 62 	 6 	 1 	 0 	 6 	 6 	
 62 	 3 	 1 	 1 	 3 	 3 	
 62 	 1 	 4 	 3 	 1 	 1 	

 63 	 2 	 5 	 5 	 2 	 2 	
 63 	 0 	 3 	 3 	 0 	 0 	
 63 	 1 	 0 	 0 	 1 	 1 	
 63 	 3 	 2 	 2 	 3 	 3 	

 64 	 1 	 5 	 2 	 5 	 1 	
 64 	 7 	 3 	 0 	 3 	 7 	
 64 	 4 	 0 	 1 	 0 	 4 	
 64 	 0 	 2 	 3 	 2 	 0 	

 65 	 2 	 0 	 1 	 1 	 0 	
 65 	 0 	 6 	 7 	 7 	 6 	
 65 	 1 	 3 	 4 	 4 	 3 	
 65 	 3 	 1 	 0 	 0 	 1 	

 66 	 0 	 0 	 0 	 0 	 1 	
 66 	 6 	 6 	 6 	 6 	 7 	
 66 	 3 	 3 	 3 	 3 	 4 	
 66 	 1 	 1 	 1 	 1 	 0 	

 67 	 0 	 2 	 0 	 0 	 5 	
 67 	 6 	 0 	 1 	 6 	 3 	
 67 	 3 	 1 	 1 	 3 	 0 	
 67 	 1 	 3 	 4 	 1 	 2 	

 68 	 1 	 1 	 5 	 1 	 0 	
 68 	 7 	 7 	 3 	 7 	 1 	
 68 	 4 	 4 	 0 	 4 	 1 	
 68 	 0 	 0 	 2 	 0 	 4 	

 69 	 2 	 0 	 5 	 0 	 1 	
 69 	 0 	 1 	 3 	 1 	 7 	
 69 	 1 	 1 	 0 	 1 	 4 	
 69 	 3 	 4 	 2 	 4 	 0 	

 70 	 2 	 0 	 0 	 0 	 2 	
 70 	 0 	 1 	 6 	 6 	 0 	
 70 	 1 	 1 	 3 	 3 	 1 	
 70 	 3 	 4 	 1 	 1 	 3 	

 71 	 2 	 5 	 5 	 0 	 0 	
 71 	 0 	 3 	 3 	 6 	 6 	
 71 	 1 	 0 	 0 	 3 	 3 	
 71 	 3 	 2 	 2 	 1 	 1 	

 72 	 2 	 0 	 0 	 2 	 1 	
 72 	 0 	 1 	 1 	 0 	 7 	
 72 	 1 	 1 	 1 	 1 	 4 	
 72 	 3 	 4 	 4 	 3 	 0 	

 73 	 0 	 0 	 0 	 0 	 5 	
 73 	 1 	 6 	 1 	 1 	 3 	
 73 	 1 	 3 	 1 	 1 	 0 	
 73 	 4 	 1 	 4 	 4 	 2 	

 74 	 0 	 0 	 0 	 2 	 2 	
 74 	 1 	 6 	 1 	 0 	 0 	
 74 	 1 	 3 	 1 	 1 	 1 	
 74 	 4 	 1 	 4 	 3 	 3 	

 75 	 2 	 0 	 0 	 0 	 5 	
 75 	 0 	 1 	 1 	 6 	 3 	
 75 	 1 	 1 	 1 	 3 	 0 	
 75 	 3 	 4 	 4 	 1 	 2 	

 76 	 0 	 1 	 0 	 2 	 0 	
 76 	 6 	 7 	 6 	 0 	 6 	
 76 	 3 	 4 	 3 	 1 	 3 	
 76 	 1 	 0 	 1 	 3 	 1 	

 77 	 2 	 5 	 1 	 0 	 1 	
 77 	 0 	 3 	 7 	 1 	 7 	
 77 	 1 	 0 	 4 	 1 	 4 	
 77 	 3 	 2 	 0 	 4 	 0 	

 78 	 1 	 2 	 0 	 5 	 2 	
 78 	 7 	 0 	 1 	 3 	 0 	
 78 	 4 	 1 	 1 	 0 	 1 	
 78 	 0 	 3 	 4 	 2 	 3 	

 79 	 0 	 0 	 5 	 5 	 1 	
 79 	 1 	 6 	 3 	 3 	 7 	
 79 	 1 	 3 	 0 	 0 	 4 	
 79 	 4 	 1 	 2 	 2 	 0 	

 80 	 0 	 5 	 5 	 1 	 0 	
 80 	 6 	 3 	 3 	 7 	 6 	
 80 	 3 	 0 	 0 	 4 	 3 	
 80 	 1 	 2 	 2 	 0 	 1 	

 81 	 5 	 0 	 0 	 5 	 0 	
 81 	 3 	 6 	 6 	 3 	 1 	
 81 	 0 	 3 	 3 	 0 	 1 	
 81 	 2 	 1 	 1 	 2 	 4 	

 82 	 1 	 5 	 1 	 5 	 0 	
 82 	 7 	 3 	 7 	 3 	 1 	
 82 	 4 	 0 	 4 	 0 	 1 	
 82 	 0 	 2 	 0 	 2 	 4 	

 83 	 5 	 1 	 2 	 5 	 1 	
 83 	 3 	 7 	 0 	 3 	 7 	
 83 	 0 	 4 	 1 	 0 	 4 	
 83 	 2 	 0 	 3 	 2 	 0 	

 84 	 0 	 1 	 1 	 0 	 2 	
 84 	 6 	 7 	 7 	 1 	 0 	
 84 	 3 	 4 	 4 	 1 	 1 	
 84 	 1 	 0 	 0 	 4 	 3 	

 85 	 0 	 0 	 0 	 1 	 5 	
 85 	 6 	 1 	 1 	 7 	 3 	
 85 	 3 	 1 	 1 	 4 	 0 	
 85 	 1 	 4 	 4 	 0 	 2 	

 86 	 0 	 2 	 2 	 5 	 0 	
 86 	 1 	 0 	 0 	 3 	 6 	
 86 	 1 	 1 	 1 	 0 	 3 	
 86 	 4 	 3 	 3 	 2 	 1 	

 87 	 0 	 5 	 0 	 1 	 0 	
 87 	 1 	 3 	 1 	 7 	 6 	
 87 	 1 	 0 	 1 	 4 	 3 	
 87 	 4 	 2 	 4 	 0 	 1 	

 88 	 1 	 0 	 0 	 5 	 0 	
 88 	 7 	 1 	 6 	 3 	 6 	
 88 	 4 	 1 	 3 	 0 	 3 	
 88 	 0 	 4 	 1 	 2 	 1 	

 89 	 2 	 1 	 0 	 2 	 0 	
 89 	 0 	 7 	 1 	 0 	 6 	
 89 	 1 	 4 	 1 	 1 	 3 	
 89 	 3 	 0 	 4 	 3 	 1 	

 90 	 5 	 5 	 0 	 1 	 5 	
 90 	 3 	 3 	 6 	 7 	 3 	
 90 	 0 	 0 	 3 	 4 	 0 	
 90 	 2 	 2 	 1 	 0 	 2 	

 91 	 2 	 1 	 2 	 0 	 1 	
 91 	 0 	 7 	 0 	 6 	 7 	
 91 	 1 	 4 	 1 	 3 	 4 	
 91 	 3 	 0 	 3 	 1 	 0 	

 92 	 5 	 1 	 2 	 5 	 5 	
 92 	 3 	 7 	 0 	 3 	 3 	
 92 	 0 	 4 	 1 	 0 	 0 	
 92 	 2 	 0 	 3 	 2 	 2 	

 93 	 5 	 5 	 0 	 1 	 5 	
 93 	 3 	 3 	 6 	 7 	 3 	
 93 	 0 	 0 	 3 	 4 	 0 	
 93 	 2 	 2 	 1 	 0 	 2 	

 94 	 5 	 0 	 1 	 5 	 2 	
 94 	 3 	 1 	 7 	 3 	 0 	
 94 	 0 	 1 	 4 	 0 	 1 	
 94 	 2 	 4 	 0 	 2 	 3 	

 95 	 0 	 5 	 0 	 0 	 0 	
 95 	 1 	 3 	 1 	 1 	 1 	
 95 	 1 	 0 	 1 	 1 	 1 	
 95 	 4 	 2 	 4 	 4 	 4 	

 96 	 5 	 5 	 1 	 5 	 0 	
 96 	 3 	 3 	 7 	 3 	 1 	
 96 	 0 	 0 	 4 	 0 	 1 	
 96 	 2 	 2 	 0 	 2 	 4 	

 97 	 0 	 1 	 0 	 5 	 5 	
 97 	 1 	 7 	 6 	 3 	 3 	
 97 	 1 	 4 	 3 	 0 	 0 	
 97 	 4 	 0 	 1 	 2 	 2 	

 98 	 0 	 1 	 5 	 0 	 0 	
 98 	 1 	 7 	 3 	 6 	 1 	
 98 	 1 	 4 	 0 	 3 	 1 	
 98 	 4 	 0 	 2 	 1 	 4 	

 99 	 0 	 1 	 1 	 1 	 1 	
 99 	 6 	 7 	 7 	 7 	 7 	
 99 	 3 	 4 	 4 	 4 	 4 	
 99 	 1 	 0 	 0 	 0 	 0 	

 100 	 5 	 1 	 0 	 0 	 1 	
 100 	 3 	 7 	 1 	 6 	 7 	
 100 	 0 	 4 	 1 	 3 	 4 	
 100 	 2 	 0 	 4 	 1 	 0 	
CURSAT ver. 2.1 Edition #2 started on 03-05-2020 at 15:26:51 and ended on 03-05-2020 at 15:26:53
