CURSAT ver 2.1 Edition #1   Date:         03-05-2020      Hour:       14:48:36
Input file:   abundance.txt
Accumulation pseudoreplicates' file:      accum_abundance_shuf.txt
Dataset pseudoreplicates' file:           pseud_abundance_shuf.txt
Number of columns (sampling events):       10 
Number of rows (species, OTUs, objects,...):             12 
Number of repetitions:       100 
Seed number:  12348695

Resampling without replacement

Replicate

 1 	 0 	 9 	 1 	 0 	 0 	 1 	 0 	 1 	 0 	 8 	
 1 	 12 	 0 	 1 	 0 	 0 	 0 	 1 	 2 	 0 	 0 	
 1 	 3 	 0 	 0 	 1 	 0 	 1 	 0 	 0 	 1 	 1 	
 1 	 1 	 0 	 0 	 0 	 24 	 0 	 0 	 0 	 0 	 1 	
 1 	 0 	 11 	 1 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	
 1 	 0 	 0 	 32 	 0 	 1 	 0 	 1 	 1 	 1 	 0 	
 1 	 0 	 4 	 0 	 0 	 3 	 1 	 0 	 0 	 0 	 1 	
 1 	 2 	 0 	 1 	 0 	 0 	 1 	 1 	 1 	 1 	 0 	
 1 	 0 	 0 	 4 	 45 	 1 	 0 	 0 	 7 	 1 	 0 	
 1 	 1 	 1 	 0 	 0 	 0 	 22 	 0 	 0 	 0 	 9 	
 1 	 0 	 6 	 1 	 1 	 0 	 1 	 0 	 0 	 1 	 0 	
 1 	 1 	 6 	 11 	 0 	 0 	 0 	 1 	 10 	 0 	 0 	

 2 	 1 	 9 	 1 	 0 	 0 	 0 	 0 	 1 	 0 	 8 	
 2 	 2 	 0 	 0 	 12 	 0 	 0 	 0 	 1 	 1 	 0 	
 2 	 0 	 0 	 1 	 3 	 0 	 1 	 1 	 0 	 0 	 1 	
 2 	 0 	 0 	 0 	 1 	 24 	 0 	 0 	 0 	 0 	 1 	
 2 	 0 	 11 	 1 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	
 2 	 1 	 0 	 0 	 0 	 1 	 0 	 1 	 32 	 1 	 0 	
 2 	 0 	 4 	 1 	 0 	 3 	 0 	 0 	 0 	 0 	 1 	
 2 	 1 	 0 	 1 	 2 	 0 	 0 	 1 	 1 	 1 	 0 	
 2 	 7 	 0 	 0 	 0 	 1 	 45 	 1 	 4 	 0 	 0 	
 2 	 0 	 1 	 22 	 1 	 0 	 0 	 0 	 0 	 0 	 9 	
 2 	 0 	 6 	 1 	 0 	 0 	 1 	 1 	 1 	 0 	 0 	
 2 	 10 	 6 	 0 	 1 	 0 	 0 	 0 	 11 	 1 	 0 	

 3 	 8 	 0 	 1 	 9 	 1 	 1 	 0 	 0 	 0 	 0 	
 3 	 0 	 12 	 0 	 0 	 2 	 1 	 1 	 0 	 0 	 0 	
 3 	 1 	 3 	 1 	 0 	 0 	 0 	 0 	 0 	 1 	 1 	
 3 	 1 	 1 	 0 	 0 	 0 	 0 	 0 	 24 	 0 	 0 	
 3 	 0 	 0 	 1 	 11 	 0 	 1 	 0 	 0 	 0 	 0 	
 3 	 0 	 0 	 0 	 0 	 1 	 32 	 1 	 1 	 1 	 0 	
 3 	 1 	 0 	 1 	 4 	 0 	 0 	 0 	 3 	 0 	 0 	
 3 	 0 	 2 	 1 	 0 	 1 	 1 	 1 	 0 	 1 	 0 	
 3 	 0 	 0 	 0 	 0 	 7 	 4 	 0 	 1 	 1 	 45 	
 3 	 9 	 1 	 22 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	
 3 	 0 	 0 	 1 	 6 	 0 	 1 	 0 	 0 	 1 	 1 	
 3 	 0 	 1 	 0 	 6 	 10 	 11 	 1 	 0 	 0 	 0 	

 4 	 0 	 1 	 1 	 0 	 9 	 0 	 1 	 0 	 0 	 8 	
 4 	 1 	 0 	 1 	 12 	 0 	 0 	 2 	 0 	 0 	 0 	
 4 	 0 	 1 	 0 	 3 	 0 	 1 	 0 	 0 	 1 	 1 	
 4 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 24 	 0 	 1 	
 4 	 0 	 1 	 1 	 0 	 11 	 0 	 0 	 0 	 0 	 0 	
 4 	 1 	 0 	 32 	 0 	 0 	 0 	 1 	 1 	 1 	 0 	
 4 	 0 	 1 	 0 	 0 	 4 	 0 	 0 	 3 	 0 	 1 	
 4 	 1 	 1 	 1 	 2 	 0 	 0 	 1 	 0 	 1 	 0 	
 4 	 0 	 0 	 4 	 0 	 0 	 45 	 7 	 1 	 1 	 0 	
 4 	 0 	 22 	 0 	 1 	 1 	 0 	 0 	 0 	 0 	 9 	
 4 	 0 	 1 	 1 	 0 	 6 	 1 	 0 	 0 	 1 	 0 	
 4 	 1 	 0 	 11 	 1 	 6 	 0 	 10 	 0 	 0 	 0 	

